upper_force,lower_force,displacement,velocity,temp_1,temp_2,temp_3,temp_4,temp_5,stroke_length,dwell_time,forming_energy,quality
202.14,198.97,31.51,43.51,94.0,101.25,87.35,77.25,93.11,30.15,2.74,145.64,0
170.43,122.03,28.84,50.04,102.04,111.68,96.84,87.24,79.5,43.13,2.77,167.38,0
267.88,171.07,23.0,63.2,130.31,131.48,103.82,125.16,88.68,30.51,2.59,151.76,1
206.19,179.6,45.32,58.47,97.69,82.05,121.18,88.17,89.08,34.85,2.41,128.54,0
239.36,161.81,19.14,54.84,100.72,96.51,79.72,85.78,89.55,43.21,2.12,153.14,0
169.41,159.85,21.15,49.9,117.04,101.25,87.96,85.22,73.09,30.67,2.75,160.62,0
118.87,178.56,22.32,46.7,108.28,101.63,103.75,78.43,80.05,35.82,2.71,147.33,0
220.15,121.21,23.23,72.93,133.03,93.4,81.23,96.02,87.41,26.56,1.77,168.46,0
199.06,146.23,25.16,44.14,86.91,116.56,90.39,70.91,76.16,33.12,2.55,145.9,0
158.29,187.0,21.41,69.64,129.87,113.61,67.14,81.42,80.34,33.58,2.83,155.68,0
192.78,157.32,28.83,21.26,94.18,78.93,92.32,93.09,74.08,44.63,3.25,175.37,0
237.78,183.94,23.01,53.13,114.61,92.34,92.97,55.46,76.41,33.12,2.73,118.26,0
140.74,147.81,33.97,44.98,86.57,90.28,92.72,82.66,91.88,45.26,2.0,168.68,0
184.15,177.01,37.88,64.67,76.83,91.22,93.99,80.97,83.73,38.15,2.77,145.19,0
235.84,169.71,31.58,57.24,97.83,82.96,99.76,73.82,85.27,33.07,1.97,130.44,0
206.36,185.91,26.19,45.7,86.48,91.63,95.37,85.02,75.48,33.44,1.92,180.49,0
176.27,191.8,22.73,80.97,96.07,100.97,78.32,79.85,70.8,30.55,2.71,141.91,0
217.48,132.71,27.33,40.32,121.67,116.45,94.5,84.9,80.07,27.24,1.92,138.06,0
215.41,164.99,18.39,22.33,71.9,84.22,101.64,86.22,80.66,45.74,2.3,112.54,0
274.71,227.64,28.64,75.39,89.89,116.78,96.17,85.17,88.24,42.31,3.62,155.21,1
205.04,146.91,30.91,58.27,73.03,93.48,103.39,91.31,76.96,38.71,2.94,151.45,0
250.36,161.7,19.46,65.41,59.31,99.0,93.36,82.72,68.61,38.53,2.49,175.04,0
189.91,167.41,32.1,52.87,74.58,103.49,101.91,79.95,75.53,37.23,1.65,125.1,0
175.61,172.72,30.02,50.88,119.07,90.61,82.18,78.83,81.77,32.84,2.7,142.48,0
178.86,192.75,24.89,42.91,129.29,112.15,80.03,67.76,88.22,31.76,2.74,184.25,0
250.17,188.59,25.2,80.4,110.43,103.23,91.56,93.55,113.49,33.15,1.82,174.55,1
190.83,172.23,25.4,32.82,83.85,105.32,90.15,91.02,81.11,31.97,2.65,143.29,0
208.0,114.09,26.94,37.02,103.03,96.01,106.73,92.24,84.36,36.85,2.72,151.59,0
195.14,175.22,19.17,60.73,82.45,94.5,72.74,98.64,64.54,31.92,2.0,134.06,0
186.26,158.5,24.08,58.35,86.18,99.29,86.33,89.61,74.96,37.86,1.65,178.17,0
211.65,189.07,30.47,32.46,122.99,108.87,87.02,76.47,73.9,41.9,3.1,153.76,0
225.74,157.71,30.85,45.15,77.6,91.89,89.59,81.73,90.82,44.56,2.67,124.21,0
199.67,175.14,18.0,80.12,86.34,85.23,79.25,92.6,73.27,37.4,2.65,142.39,0
229.87,172.32,24.81,51.14,83.45,105.78,83.67,92.82,83.29,31.71,2.88,153.51,0
231.62,192.28,19.53,71.92,95.42,91.51,92.78,84.7,97.52,41.71,2.33,122.78,0
155.03,173.8,37.23,22.08,116.07,91.63,82.21,87.35,67.06,30.09,2.0,152.06,0
205.85,135.39,25.65,39.88,90.82,100.6,67.25,98.92,86.25,24.93,2.94,159.45,0
196.1,147.93,33.48,66.18,116.41,62.91,69.19,74.47,87.08,34.31,2.31,128.5,0
226.17,174.28,21.09,37.99,131.47,109.55,87.42,80.31,75.61,30.66,1.89,170.88,0
233.51,170.52,25.61,73.36,108.65,73.82,90.23,95.84,79.99,34.44,2.08,168.66,0
170.3,121.43,26.01,48.57,97.06,106.04,94.42,85.18,86.88,30.81,1.96,146.53,0
149.32,168.71,8.4,40.3,83.0,76.18,81.46,80.0,75.95,35.66,3.25,147.7,0
201.57,231.72,33.66,34.74,107.08,129.6,107.97,139.49,95.37,34.68,2.26,177.81,1
207.94,173.96,28.32,93.82,90.26,102.43,106.94,77.04,84.52,37.55,2.65,125.81,0
181.75,145.27,24.54,47.62,80.82,94.28,95.92,98.72,85.46,38.22,2.35,121.5,0
243.42,169.49,29.31,54.61,99.39,123.38,94.76,82.1,89.89,33.83,1.95,154.08,0
211.8,205.51,26.61,59.48,113.07,86.66,105.55,76.9,76.89,29.23,2.8,142.3,0
214.15,177.59,15.51,50.88,87.49,86.84,99.6,81.94,96.62,36.06,2.15,155.39,0
250.07,115.47,24.59,57.01,107.19,73.99,102.06,94.94,87.03,38.9,2.39,129.06,0
255.67,172.02,36.03,47.75,107.54,91.37,90.53,86.63,88.68,34.66,3.33,140.75,0
177.9,153.19,23.11,86.24,105.99,101.98,110.6,77.69,94.66,28.0,3.31,128.68,0
210.43,136.03,35.3,56.13,98.57,80.29,57.79,84.96,85.15,34.31,2.28,140.85,0
175.04,158.43,28.09,59.1,80.98,95.15,79.99,94.05,73.33,35.28,2.6,135.54,0
227.4,173.61,21.37,53.35,115.38,96.24,80.51,85.89,79.09,28.0,2.59,156.73,0
223.46,186.76,36.86,41.23,106.76,87.74,67.82,78.39,81.53,34.72,3.37,161.17,0
240.57,130.51,28.07,61.85,96.02,110.27,81.01,83.16,90.77,42.95,2.19,123.06,0
208.08,145.98,28.46,55.09,65.29,79.77,89.42,82.53,86.31,41.07,3.01,190.8,0
204.73,183.57,26.91,75.99,105.89,105.59,82.17,72.75,101.09,40.95,2.62,149.86,0
232.52,230.18,40.63,23.95,150.32,117.47,112.12,100.2,86.53,50.31,2.63,215.24,1
222.92,154.57,19.4,38.82,101.48,106.63,103.99,87.45,77.54,36.15,1.73,121.6,0
197.49,88.63,32.66,61.26,62.4,93.73,94.76,104.72,70.61,34.61,2.35,173.9,0
245.84,176.55,25.55,32.22,94.66,79.15,75.93,89.92,76.91,39.16,2.04,158.12,0
189.61,147.63,28.12,39.23,78.6,92.68,85.23,71.87,85.02,33.29,2.25,124.45,0
193.92,174.79,18.83,44.36,100.02,95.45,89.95,95.16,75.7,26.9,3.42,137.78,0
206.65,203.16,27.6,75.18,123.73,86.83,90.12,96.28,86.72,31.29,2.67,157.4,0
178.15,146.68,27.44,33.9,109.35,91.9,80.18,73.71,75.83,38.63,1.65,117.98,0
194.56,164.11,6.44,67.87,96.45,71.22,75.24,107.89,68.45,34.62,2.16,126.22,0
170.9,166.92,18.42,46.45,90.98,73.04,97.15,97.61,81.46,44.32,2.51,155.29,0
225.79,161.4,33.27,92.46,95.52,85.31,97.19,86.08,72.78,42.1,2.34,147.27,0
265.46,144.56,8.74,58.98,113.31,107.32,102.08,100.04,78.95,48.08,4.04,195.64,1
176.6,157.23,20.48,45.47,108.34,101.45,79.03,80.43,78.45,32.18,2.67,125.51,0
210.82,179.1,16.03,60.87,81.02,94.5,88.86,99.56,83.6,37.7,2.35,169.53,0
235.76,168.71,7.47,51.95,100.61,86.56,74.78,85.3,81.33,39.8,2.27,134.49,0
170.74,190.17,18.23,64.21,87.74,94.01,98.79,73.19,89.67,31.83,3.14,158.1,0
151.65,147.56,7.24,17.02,101.04,112.66,106.77,88.94,93.32,39.51,2.36,173.13,0
230.38,145.25,25.12,65.44,98.36,70.07,82.71,95.52,91.96,38.02,2.49,169.08,0
199.33,181.31,24.08,40.9,128.38,87.16,92.81,86.18,78.49,24.43,2.27,155.37,0
282.47,164.4,21.95,39.41,125.45,112.33,103.24,83.94,101.83,42.19,3.74,163.25,1
195.26,177.47,17.2,59.18,100.52,92.18,88.11,85.97,77.72,42.01,2.55,193.44,0
257.7,149.56,31.62,49.84,91.18,87.91,101.68,94.94,73.7,31.24,3.39,148.97,0
197.38,111.58,16.93,65.55,70.52,93.7,86.91,76.92,74.96,36.92,3.27,134.99,0
142.76,132.85,28.48,54.7,112.56,110.06,95.98,86.7,82.71,25.15,1.92,158.93,0
179.05,139.03,30.83,33.46,114.36,108.04,75.29,74.81,86.38,39.72,3.21,127.61,0
225.18,114.9,16.31,66.75,127.28,78.7,98.99,88.14,80.02,28.44,3.24,183.3,0
217.16,170.54,22.81,41.86,74.06,107.87,80.67,110.99,87.06,36.33,2.66,127.81,0
235.78,192.1,33.06,67.29,106.78,71.63,78.48,77.4,84.68,34.68,2.01,112.83,0
160.53,158.04,22.98,52.46,117.95,82.54,73.73,91.99,86.8,29.48,2.95,141.91,0
140.94,143.86,14.2,57.43,83.51,89.46,90.24,86.0,92.02,40.82,3.5,158.14,0
222.53,186.86,23.51,57.9,115.94,85.85,89.43,83.04,63.62,31.53,3.02,160.06,0
162.26,99.34,29.14,61.36,94.66,106.74,91.09,91.64,77.85,35.46,2.43,139.85,0
176.0,194.24,21.91,52.25,96.79,113.49,105.36,88.96,71.89,36.26,2.82,145.08,0
186.11,176.15,22.01,45.74,130.81,78.12,94.05,98.49,85.4,36.73,2.09,176.1,0
176.32,174.63,21.99,51.67,67.69,80.48,93.23,84.85,81.88,34.17,2.41,155.38,0
187.55,145.39,29.01,60.5,86.23,96.72,85.93,83.59,86.34,39.49,2.68,137.16,0
216.0,168.11,26.11,48.85,93.84,110.82,83.82,81.84,77.3,33.82,2.3,151.32,0
209.87,169.1,30.22,47.53,73.09,94.95,89.68,80.16,82.57,33.68,2.38,143.28,0
230.05,135.38,25.68,46.91,110.08,100.27,85.7,81.77,74.34,32.53,2.71,128.36,0
217.48,104.54,14.32,79.55,91.78,100.52,96.87,93.18,78.72,35.92,2.52,120.21,0
162.07,208.71,49.61,26.61,110.09,76.92,87.23,102.45,79.33,41.15,3.11,153.64,0
219.01,177.16,28.84,47.69,89.89,101.82,70.83,95.4,86.65,32.57,3.21,155.12,0
190.45,135.85,26.09,55.57,91.43,83.91,99.91,99.38,85.41,40.71,2.97,142.92,0
221.02,141.27,26.99,43.89,101.39,88.81,90.14,78.69,68.19,41.28,2.1,138.61,0
208.92,163.95,24.44,56.24,113.15,95.39,102.86,91.07,97.69,36.34,2.87,149.58,0
189.67,148.47,35.2,35.32,119.64,122.21,134.35,102.9,92.05,28.3,2.77,244.46,1
197.21,159.15,25.07,80.34,113.01,88.95,103.42,84.37,54.07,42.07,2.77,152.97,0
231.72,181.12,25.78,36.06,102.05,91.54,108.46,93.33,76.34,30.74,3.16,176.45,0
198.62,177.09,32.41,52.13,109.6,84.96,118.69,85.16,104.79,25.17,3.14,175.2,1
187.63,151.59,20.76,66.1,115.9,63.58,90.97,89.61,90.76,34.95,2.24,143.52,0
157.54,151.49,17.48,61.46,137.38,94.81,95.59,76.02,67.76,38.98,2.03,161.9,0
210.54,166.09,33.85,67.41,97.14,104.28,96.87,97.43,91.72,22.8,2.61,190.54,0
173.44,185.15,23.87,38.12,116.38,113.01,72.46,81.88,83.45,38.23,2.79,140.97,0
209.98,173.0,21.74,64.89,96.54,89.66,100.31,81.55,89.37,36.66,2.47,169.81,0
243.82,186.7,51.38,35.49,89.85,136.41,87.13,99.8,91.87,45.25,2.98,243.48,1
256.71,160.03,41.34,29.93,106.79,95.7,103.1,63.64,69.39,33.36,2.47,114.52,0
182.63,145.06,23.24,61.88,122.47,116.8,80.69,71.67,72.28,35.94,2.0,140.82,0
249.08,127.55,29.37,8.34,106.23,113.88,97.09,107.6,96.05,53.03,2.52,122.3,1
223.07,136.06,28.19,62.03,88.44,100.06,88.15,76.6,85.06,37.83,1.95,155.68,0
320.89,208.8,18.38,55.05,139.11,148.98,112.15,111.6,76.28,37.77,3.76,150.47,1
188.08,105.76,16.74,54.05,118.32,103.18,84.72,74.7,80.86,36.39,2.1,166.74,0
182.58,138.87,37.79,36.51,87.46,72.92,85.22,96.04,86.06,36.02,3.09,153.96,0
255.68,120.34,46.87,57.8,152.44,137.01,137.17,81.0,89.78,41.46,3.88,123.16,1
199.79,172.87,35.81,34.75,106.7,100.26,76.36,76.32,64.12,34.94,2.62,153.74,0
164.32,153.06,30.51,53.04,114.46,112.55,87.43,99.68,86.44,36.9,2.8,187.92,0
177.86,145.84,16.76,43.26,81.23,100.68,78.85,99.19,71.01,37.48,3.21,161.11,0
166.3,186.45,28.07,65.37,111.07,94.53,97.41,76.24,67.52,31.82,2.12,156.71,0
166.41,138.58,18.67,72.87,104.46,109.8,115.3,89.64,88.9,31.82,2.73,140.4,0
205.35,157.47,19.34,51.18,90.53,77.93,77.14,92.88,85.16,40.32,3.04,190.17,0
176.76,168.6,33.57,49.38,103.46,100.28,82.25,94.02,72.17,42.6,2.28,157.51,0
228.7,165.48,19.35,52.69,94.42,104.32,81.56,87.43,82.15,33.5,1.73,124.97,0
220.89,174.61,12.56,53.45,78.17,113.43,96.87,88.33,79.92,38.9,2.14,119.32,0
236.91,169.68,49.9,45.83,112.82,97.94,93.54,81.38,103.94,34.4,2.41,173.05,0
144.69,143.29,32.86,59.4,112.95,90.58,99.68,79.38,79.69,29.44,2.84,159.69,0
196.81,214.91,31.26,63.3,98.21,77.01,108.06,67.37,83.56,42.69,2.9,158.84,0
266.03,208.82,4.77,31.78,93.35,135.39,72.63,89.7,75.52,43.7,2.58,189.76,1
151.99,149.96,32.59,55.35,106.09,93.46,98.26,106.25,78.9,35.04,3.3,159.98,0
177.82,138.02,33.77,39.46,88.04,96.75,94.61,74.14,83.48,33.3,2.35,169.75,0
219.16,155.31,25.77,60.06,117.76,120.65,80.13,81.25,111.01,43.3,3.18,202.47,1
139.45,184.94,8.28,32.35,110.81,108.43,99.47,87.02,79.67,44.92,1.24,156.57,0
216.09,97.55,23.35,56.87,81.74,98.4,93.25,91.67,83.32,29.32,2.47,145.44,0
195.79,144.73,14.84,45.92,87.78,95.38,76.5,78.7,82.51,40.04,2.39,169.59,0
217.04,177.26,30.73,45.63,111.18,77.74,95.9,76.61,75.68,32.74,3.88,153.86,0
200.53,154.79,23.53,55.51,105.71,111.04,89.9,84.68,84.64,41.44,1.76,95.09,0
232.28,142.42,39.24,15.14,102.12,119.3,124.41,94.89,90.06,39.35,3.54,225.25,1
164.71,170.11,18.18,47.1,118.67,84.8,83.69,86.76,71.36,23.72,2.88,148.64,0
158.34,202.49,31.97,67.63,118.86,72.2,89.42,79.84,54.89,37.63,2.45,121.47,0
236.88,146.55,30.61,46.78,98.41,110.67,82.45,88.97,77.77,35.75,2.39,149.1,0
238.26,206.42,37.83,37.0,104.43,111.7,91.51,82.51,78.3,31.02,2.77,174.86,0
243.87,155.29,24.68,66.8,97.57,106.96,89.88,93.1,77.47,37.44,3.2,152.31,0
187.63,192.37,21.61,52.31,101.12,114.13,103.14,64.32,73.97,46.73,1.75,128.49,0
265.52,130.14,19.13,39.17,102.7,112.64,85.64,75.03,92.8,43.72,2.53,121.61,0
207.72,159.5,20.51,93.58,86.59,77.22,101.17,87.51,74.14,35.3,1.7,106.05,0
313.25,181.45,13.42,69.24,96.05,97.63,118.63,84.24,120.41,37.03,1.63,83.02,1
179.64,181.82,17.05,68.48,116.35,86.36,89.18,83.28,107.02,33.28,3.0,140.89,0
197.24,177.01,24.35,78.99,77.4,78.17,83.48,48.12,82.77,31.57,1.74,150.48,0
190.55,189.46,22.95,56.18,94.58,96.01,92.57,85.78,83.74,46.05,2.04,129.5,0
220.53,201.65,21.64,59.74,120.98,117.5,105.92,107.86,95.83,41.45,1.69,192.24,1
166.79,164.4,18.41,72.76,101.89,102.96,73.75,101.8,89.09,40.69,2.64,155.63,0
261.91,169.31,35.51,67.36,65.19,101.48,99.04,99.28,104.17,36.17,1.78,120.65,1
203.34,160.11,38.32,48.57,90.94,90.71,88.36,99.36,73.4,32.82,2.77,145.0,0
202.19,135.76,24.6,85.34,129.13,103.6,81.49,85.58,76.11,30.47,3.03,155.5,0
217.3,133.95,37.19,23.06,109.34,149.33,114.96,107.3,81.46,43.19,4.12,164.46,1
170.45,134.0,24.84,61.14,122.96,86.01,93.14,77.73,87.31,34.68,1.72,155.9,0
243.58,160.21,35.25,61.24,87.37,93.64,76.78,86.42,84.81,31.88,3.18,166.58,0
209.56,164.91,31.53,78.52,96.05,78.2,106.88,72.02,71.81,35.33,2.72,125.44,0
194.63,175.47,18.15,70.44,93.28,126.65,102.02,74.5,85.63,39.39,2.03,155.84,0
195.22,172.34,27.11,37.02,91.52,95.77,92.88,75.76,93.1,31.38,2.13,147.49,0
222.33,172.0,21.14,47.39,105.5,82.02,80.93,80.26,72.91,27.71,2.64,144.98,0
214.81,140.59,15.77,45.81,79.37,84.12,90.55,75.19,81.23,37.1,3.51,152.7,0
175.23,147.27,24.69,73.04,95.22,100.23,108.34,99.19,82.62,23.18,2.01,149.19,0
170.18,108.41,26.53,33.83,109.66,91.73,105.6,87.05,77.39,39.64,2.85,170.54,0
179.23,188.98,31.05,49.79,90.14,84.17,94.32,80.42,80.68,40.24,2.49,161.42,0
188.21,191.39,26.92,47.77,95.18,86.77,82.89,76.54,78.14,23.99,3.05,161.74,0
232.09,185.89,17.17,73.51,91.13,67.38,84.61,95.29,87.82,28.26,2.99,140.65,0
263.74,154.99,29.19,66.92,104.97,109.39,84.94,74.45,78.72,35.75,2.65,170.54,0
200.02,160.06,18.58,58.21,93.61,106.15,90.34,96.21,78.23,39.78,2.31,131.85,0
170.8,167.69,25.36,58.28,88.4,87.42,68.76,78.74,84.79,37.92,2.36,162.47,0
188.88,167.27,23.8,71.26,103.65,105.88,78.36,80.49,73.76,41.33,2.4,163.43,0
156.92,196.33,15.54,74.84,83.28,128.36,86.99,81.24,78.48,37.29,3.3,145.99,0
173.22,178.87,21.19,35.04,111.97,104.41,109.12,102.26,67.0,33.24,3.19,140.02,0
157.51,176.39,29.04,16.7,110.25,87.01,75.21,68.84,91.42,29.18,2.02,125.55,0
170.25,173.64,13.96,76.72,97.64,92.01,92.45,98.14,74.93,33.66,2.52,143.6,0
239.1,188.2,29.25,53.98,62.17,89.4,108.06,78.73,79.55,28.19,2.86,149.25,0
198.82,203.18,13.62,21.13,120.2,121.22,107.99,85.68,77.15,36.16,3.22,137.06,1
209.37,166.59,25.89,31.62,80.46,108.53,82.49,104.44,66.76,36.48,2.67,181.52,0
226.84,157.63,17.3,66.56,100.65,91.02,78.68,100.39,76.84,30.42,2.81,137.75,0
219.65,118.47,24.39,56.54,118.78,67.97,93.21,78.33,91.29,32.99,2.43,170.31,0
203.39,192.79,31.75,44.93,117.51,100.53,83.57,82.96,88.26,36.68,2.74,158.95,0
198.22,162.5,14.01,34.27,93.63,111.82,71.14,74.2,76.28,42.85,2.27,122.5,0
239.34,196.05,20.41,29.05,78.54,89.01,100.57,81.14,74.87,32.27,3.06,142.74,0
134.69,109.46,13.84,46.92,95.49,94.71,100.69,85.91,92.78,26.1,2.28,141.39,0
247.96,134.86,32.65,70.58,92.74,99.63,94.5,101.37,64.96,31.33,2.61,170.5,0
237.04,137.82,43.21,60.4,94.01,102.38,93.87,86.14,73.4,33.28,2.1,127.65,0
187.54,168.45,23.74,46.13,125.83,107.08,93.24,54.55,77.84,36.28,2.37,157.68,0
211.78,159.09,41.01,21.61,143.75,97.03,113.68,103.77,90.3,43.11,2.82,180.79,1
167.04,159.58,24.01,35.22,134.38,115.18,84.16,86.06,86.91,34.65,1.75,182.26,0
146.87,135.65,31.95,27.89,88.94,99.37,103.0,94.48,93.22,33.38,1.63,119.35,0
178.05,182.03,8.16,49.52,102.77,79.53,91.93,100.2,80.43,29.16,2.89,164.07,0
184.26,167.38,21.03,65.32,100.52,96.3,102.9,85.12,63.42,47.93,3.11,176.1,0
228.81,191.69,27.29,57.03,112.3,112.7,96.75,76.97,83.74,37.12,3.03,177.15,0
210.89,148.53,19.12,74.92,86.57,74.58,90.99,86.42,87.57,35.73,2.12,145.75,0
198.65,109.09,19.55,32.03,125.1,92.98,95.88,61.21,74.97,34.28,2.87,190.09,0
183.48,169.59,25.61,78.83,116.22,101.12,83.32,87.96,88.25,43.49,2.32,172.73,0
209.62,122.49,33.77,57.06,91.54,89.28,72.89,86.83,69.28,35.33,1.67,149.96,0
179.9,153.77,32.95,51.92,118.41,80.51,99.46,94.85,69.66,35.08,2.0,144.04,0
163.55,209.8,48.8,66.11,121.74,123.02,106.65,91.25,106.59,42.57,2.06,190.1,1
296.56,162.37,16.85,42.46,140.61,124.09,79.97,92.09,95.86,37.87,4.45,198.38,1
249.3,125.3,15.27,79.65,115.61,90.23,108.98,91.18,84.36,39.41,2.27,153.15,0
195.74,187.43,24.35,48.0,81.51,94.18,99.28,95.38,70.45,36.44,2.67,155.43,0
200.24,190.51,4.0,64.13,97.36,96.62,94.99,82.36,96.97,35.41,3.53,153.8,0
185.57,169.26,29.88,52.18,87.76,79.77,90.43,82.53,81.7,35.26,2.12,146.48,0
281.88,225.54,35.2,19.08,128.05,119.2,148.59,92.47,96.63,35.83,2.83,134.45,1
215.44,242.81,16.33,42.96,122.93,121.95,107.8,88.1,94.25,44.0,3.73,136.35,1
190.2,148.39,18.93,32.54,77.2,85.14,97.03,86.95,84.56,41.92,2.52,165.97,0
213.87,167.22,23.82,65.93,112.26,92.68,72.84,77.68,75.65,26.98,1.58,147.13,0
159.56,110.11,14.89,58.15,92.95,95.87,86.42,87.94,85.88,30.14,2.83,164.92,0
221.94,100.33,25.21,40.51,100.44,85.27,93.86,95.6,81.33,32.25,2.4,107.46,0
186.44,163.65,33.5,66.33,110.29,109.73,78.43,98.14,68.33,36.09,2.5,131.5,0
164.83,116.36,19.77,50.45,115.1,96.65,101.71,81.47,91.98,38.55,2.11,143.76,0
181.02,148.06,30.32,60.99,85.11,100.93,105.72,92.08,84.33,36.53,2.84,147.83,0
210.67,120.41,15.11,54.56,95.34,104.21,90.34,92.5,97.65,50.79,2.61,127.8,0
222.04,167.79,11.95,68.89,96.54,68.54,87.34,77.44,77.11,36.91,3.52,152.3,0
175.28,141.62,22.48,70.61,112.85,92.4,106.51,76.75,87.7,37.14,1.42,142.21,0
137.54,136.61,11.46,40.03,101.31,70.41,96.6,76.94,82.75,33.8,2.84,130.88,0
188.07,189.89,15.25,37.31,117.49,102.39,87.66,91.17,72.07,24.29,2.96,151.27,0
230.05,183.65,35.03,71.48,76.22,104.84,91.17,91.08,80.08,33.9,2.31,150.13,0
219.94,133.62,24.5,57.51,63.94,89.75,104.47,106.11,93.11,33.83,2.4,117.79,0
172.51,120.73,19.68,36.75,63.47,93.28,94.09,88.81,72.75,29.49,2.45,102.18,0
234.39,165.19,30.01,55.24,104.48,106.63,106.67,78.58,81.87,36.58,2.33,145.85,0
196.6,148.66,30.97,57.69,82.57,96.77,109.84,84.42,78.5,37.18,2.21,168.69,0
195.65,183.44,25.78,54.33,88.77,98.42,85.56,96.67,83.02,28.17,2.58,145.15,0
170.2,145.11,34.45,41.37,107.59,101.06,84.22,74.41,65.5,28.35,1.97,93.96,0
213.46,189.83,13.77,46.61,106.58,108.53,78.79,77.75,91.0,38.84,2.39,149.4,0
235.46,165.68,30.06,43.54,80.19,101.37,97.69,84.27,76.61,35.87,3.27,148.48,0
216.13,181.15,10.63,74.38,139.63,112.17,100.61,80.57,75.65,34.48,2.25,140.85,0
158.13,144.81,31.62,45.97,105.07,106.97,101.37,69.74,74.42,22.46,2.4,138.16,0
216.59,155.55,23.64,54.96,103.5,99.48,86.15,82.85,84.98,42.39,2.38,138.18,0
205.59,145.55,20.91,52.04,77.37,115.89,96.25,81.67,81.12,32.74,1.89,151.27,0
205.68,159.8,22.94,52.36,123.87,90.04,83.72,74.74,79.29,37.42,2.67,156.38,0
184.26,120.92,30.38,78.61,81.25,89.81,76.53,83.9,84.87,30.68,2.16,154.15,0
217.89,143.75,18.63,60.41,100.31,90.65,87.18,96.78,71.99,35.46,2.06,166.54,0
179.33,129.27,22.23,62.15,86.74,88.4,104.9,68.28,79.31,32.88,1.95,155.02,0
182.85,125.66,23.11,45.38,140.55,103.29,89.88,71.92,90.48,31.07,2.65,186.96,0
257.04,213.1,21.92,40.99,132.63,152.09,128.25,87.31,80.44,39.13,3.64,212.99,1
234.19,188.65,32.26,45.38,91.72,82.46,89.17,86.93,81.94,31.47,2.99,141.13,0
192.92,160.32,13.45,59.36,73.46,93.9,80.51,71.24,70.35,35.62,2.39,114.84,0
257.61,188.65,8.86,47.45,125.67,93.95,98.94,84.17,83.42,40.16,2.29,147.61,0
181.34,165.24,27.23,43.62,71.43,111.68,77.56,80.72,87.81,35.76,2.42,119.49,0
159.51,158.6,30.75,63.34,93.49,74.67,98.72,89.56,85.14,38.28,2.47,184.68,0
222.5,148.51,38.39,66.41,94.28,109.29,91.61,75.44,71.97,35.42,2.03,157.59,0
212.85,172.85,22.36,43.76,108.97,91.88,85.67,85.08,90.11,29.1,2.19,170.93,0
140.93,184.33,9.69,66.56,89.53,104.71,82.83,89.75,66.27,30.81,2.7,177.81,0
213.93,172.37,18.55,47.67,76.43,88.39,75.35,82.75,77.5,38.19,2.73,175.05,0
158.81,147.13,30.54,90.73,115.34,112.0,79.01,75.72,92.74,36.25,2.44,110.42,0
190.34,145.96,16.76,49.23,102.92,90.57,101.8,79.91,82.25,43.24,2.47,143.38,0
193.53,180.5,35.34,81.52,90.42,78.56,84.68,82.86,77.86,30.11,2.3,157.77,0
164.48,120.45,16.88,56.37,88.06,96.49,110.91,89.69,87.57,37.06,2.25,198.03,0
224.06,169.0,43.6,56.4,99.31,103.43,88.96,70.69,71.8,39.78,3.02,173.37,0
223.51,180.98,36.82,49.32,82.79,62.51,90.33,72.64,76.8,28.11,1.62,133.71,0
264.15,184.21,35.21,87.34,137.9,112.29,125.68,117.29,103.55,43.58,2.93,207.99,1
211.39,212.45,24.01,37.14,77.58,84.07,97.77,80.6,81.2,33.95,2.86,144.14,0
183.41,163.16,26.93,72.43,120.89,97.18,85.4,76.39,87.26,36.01,2.95,165.06,0
130.52,195.61,22.56,57.83,82.05,89.88,78.74,90.4,68.88,34.84,3.07,170.37,0
238.72,186.92,15.12,64.58,104.8,97.44,83.89,91.42,80.73,35.96,1.66,153.32,0
227.97,180.22,33.23,42.84,97.62,95.19,77.09,92.09,73.99,32.43,1.78,163.74,0
224.6,132.74,25.15,43.92,108.87,102.29,84.35,79.95,79.04,34.84,2.23,141.3,0
192.81,120.13,23.1,80.05,92.54,87.71,70.66,89.83,82.38,30.63,1.66,143.97,0
227.12,145.25,35.09,47.06,94.87,87.08,93.32,78.43,76.4,28.38,2.83,174.44,0
242.4,215.03,34.31,45.68,78.77,116.86,94.77,124.25,83.45,36.1,2.32,166.95,1
223.49,159.77,29.62,39.16,100.44,112.39,70.35,80.49,102.92,36.17,2.0,165.63,0
177.21,125.86,16.6,41.43,125.08,98.98,99.65,91.21,73.32,29.72,2.33,121.82,0
261.49,153.92,26.97,49.47,105.92,110.99,89.68,77.84,79.53,45.97,2.99,149.3,0
189.11,132.7,28.14,54.18,99.65,107.58,96.99,82.1,91.63,37.58,2.83,160.89,0
200.85,211.88,27.81,55.24,87.09,90.28,76.61,79.03,69.34,33.64,1.57,129.69,0
144.44,194.83,27.68,35.94,87.97,105.37,91.58,82.0,80.16,42.17,2.77,129.62,0
201.8,181.08,8.21,36.41,100.03,96.91,91.03,95.73,83.49,29.39,2.19,120.79,0
266.38,142.1,24.7,64.82,97.54,87.97,89.88,93.64,79.54,40.03,2.42,112.81,0
157.8,177.4,27.47,70.32,114.46,85.19,102.55,76.51,84.68,35.63,2.7,148.68,0
174.65,165.58,36.62,45.22,101.75,86.03,102.43,84.51,84.83,39.3,2.67,154.75,0
